id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
RU-00194,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/26/tadzikistan-udvoit-mosnosti-poproizvodstvu-zelenojenergii/,2023-11-26,Таджикистан удвоит мощности по производству «зелёной энергии»,Таджикистан имеет значительный потенциал для зелёной энергетики благодаря своим водным ресурсам,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,Tajikistan doubles green energy
RU-C00529,,RU,Daryo.uz,https://daryo.uz/ru/2023/06/16/na-dne-arala-projdet-marafon/,2023-06-16,На дне Арала пройдет марафон,Главная цель — привлечь внимание мирового сообщества к экологическим проблемам,RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-C00407,,RU,Daryo.uz,https://daryo.uz/ru/2025/09/08/dlya-napolneniya-aralskogo-morya/,2025-09-08,Казахстан очистит Коксарайский гидроузел для наполнения Аральского моря,Ведется очистка объекта от ила и песка с применением специальной техники. Весной начнется сброс воды из Коксарайского контррегулятора в нижнее течение реки Сырдарьи для наполнения Аральского моря.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
RU-D01367,,RU,Kaktus,https://kaktus.media/doc/547134_jara_stanet_novoy_normoy_opyblikovan_trevojnyy_klimaticheskiy_prognoz.html,2026-06-01,Жара станет новой нормой? Опубликован тревожный климатический прогноз,"В ближайшие пять лет средняя температура на Земле, вероятнее всего, останется на рекордном уровне. Ученые ожидают дальнейшего потепления, сокращения арктического льда и изменения режима осадков в разных регионах мира.",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,gold,IAA adjudicated gold
RU-D01887,,RU,Kaktus,https://kaktus.media/doc/512788_sadyr_japarov_i_aygyl_japarova_na_otkrytii_konferencii_po_izmeneniu_klimata_v_baky_foto.html,2024-11-12,Садыр Жапаров и Айгуль Жапарова на открытии конференции по изменению климата в Баку (фото),На конференцию сторон Рамочной конвенции ООН по изменению климата в Азербайджан приехали более 50 тыс. участников и ста лидеров государств мира. Подробнее:,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,COP climate conference Baku
RU-D03102,,RU,Tengrinews,https://tengrinews.kz/usa/izmeneniya-klimata-predstavlyayut-ugrozu-ssha-i-miru-bayden-447910/,2021-09-08,Изменения климата представляют угрозу США и миру - Байден: 08 сентября 2021 08:03 - новости на Tengrinews.kz,Tengrinews.kz ▶ Изменения климата представляют угрозу США и миру - Байден: 08 сентября 2021 08:03 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
RU-01144,,RU,Daryo.uz,https://daryo.uz/ru/2026/05/14/solnechnye-vetryanye-elektrostantsii-rekord-vyrabotka-sutki/,2026-05-14,Солнечные и ветряные электростанции достигли рекордной выработки за сутки,"13 мая объем электроэнергии, выработанной крупными солнечными и ветряными электростанциями за сутки, составил 62,4 млн кВт⋅ч. Это 29% от общего объема выработанной электроэнергии.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,solar/wind record generation
RU-D03956,,RU,Kaktus,https://kaktus.media/doc/530117_otechestvennaia_kompaniia_metrym_tek_vpervye_ystanovila_vetrogenerator_v_kyrgyzstane.html,2025-08-25,"Отечественная компания ""Мэтрум ТЭК"" впервые установила ветрогенератор в Кыргызстане","Отечественная компания ""Мэтрум ТЭК"" установила первый ветрогенератор в Кыргызстане. Ветропарк реализуется на территории СЭЗ ""Каракол"" вблизи Балыкчы.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,first wind generator Kyrgyzstan
RU-D04871,,RU,Kaktus,https://kaktus.media/doc/446411_nedobrosovestnye_investory_klimat_demokratiia._glavnoe_iz_rechi_sadyra_japarova_v_oon.html,2021-09-22,"Недобросовестные инвесторы, климат, демократия. Главное из речи Садыра Жапарова в ООН",На открывшейся вчера 76-й сессии Генеральной ассамблеи ООН к ее участникам обратился Садыр Жапаров. Какие вопросы поднял в своем выступлении президент? Рассказываем главное.,RELEVANT,POLICY,RELEVANT,POLICY,,1,ru_2,"UN speech, climate one of topics"
RU-D04319,,RU,Kaktus,https://kaktus.media/doc/529060_velikobritaniia_pomojet_kyrgyzstany_nayti_investicii_dlia_vozobnovliaemoy_energetiki.html,2025-08-07,Великобритания поможет Кыргызстану найти инвестиции для возобновляемой энергетики,Благодаря сотрудничеству власти КР смогут лучше оценивать потенциальных инвесторов и оценивать размер необходимых для каждого отдельного проекта госгарантий.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,UK helps renewable energy investment
RU-C00328,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/28/v-uzbekistane-obnaruzili-samyj-krupnyj-v-mire-istocnik-vybrosa-metana/,2023-11-28,В Узбекистане обнаружили самый крупный в мире источник выброса метана,Метан удерживает в атмосфере Земли тепло,RELEVANT,ENERGY,RELEVANT,ENERGY,,1,ru_1,largest methane emission source found
RU-D02111,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/severnyiy-aral-ojivaet-kazahstan-napravil-milliardyi-580297/,2025-09-10,Северный Арал оживает: Казахстан направил миллиарды кубометров воды,"Объем воды в Северном Арале вырос до 24,1 млрд кубометров — выше запланированного результата. Узнайте, как это достижение влияет на экологию и регион.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,"North Aral reviving, water"
RU-D03903,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/ochen-strashno-ekologi-otsenili-sostoyanie-kaspiyskogo-morya-504760/,2023-07-14,"""Очень страшно"". Экологи оценили состояние Каспийского моря","Мангистауские экологи считают, что Казахстан и Россия должны прийти к соглашению для направления обильных вод в Каспийское море, передает Tengrinews.kz.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
RU-D03678,,RU,Tengrinews,https://tengrinews.kz/autonews/pochemu-avtomobilnaya-otrasl-stat-chastyu-nizkouglerodnogo-527904/,2024-02-29,Почему автомобильная отрасль может стать частью низкоуглеродного будущего: 29 февраля 2024 13:00 - новости на Tengriauto.kz,Tengrinews.kz ▶ Почему автомобильная отрасль может стать частью низкоуглеродного будущего: 29 февраля 2024 13:00 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
